Marine_environment	Environment	stID	tsID	popID	filename	description	citation	URL	total_N	steps	interval_MY	trait_type	log_transformed	taxa	species	microfossil	sampling	age_model	sediment	environment2	period_start	period_end	epoch_start	epoch_end	age_start	age_end	source	publication_year	signature	lat	lon	set
planktic	marine	107	615	107_a	sorhannus_bergonii_HH_Indian	"Rhizosolenia bergonii, height of hyaline area, Indian ocean"	"Fenster, E. J., and U. Sorhannus. 1991. On the measurement of morphological rates of evolution: a review. Evolutionary Biology 25:375-410."	NA	390	13	1.0641839	linear	no	diatom	Rhizosolenia bergonii	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	HuntDB	1990	MFA	-4.73	87.45	yes
planktic	marine	107	614	107_b	sorhannus_praebergonii_VW_Indian	"Rhizosolenia bergonii, valve width, Indian ocean"	"Fenster, E. J., and U. Sorhannus. 1991. On the measurement of morphological rates of evolution: a review. Evolutionary Biology 25:375-410."	NA	600	20	1.061884	linear	no	diatom	Rhizosolenia praebergonii	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	HuntDB	1990	MFA	-4.73	87.45	yes
planktic	marine	107	613	107_b	sorhannus_praebergonii_HH_Indian	"Rhizosolenia bergonii, height of hyaline area, Indian ocean"	"Fenster, E. J., and U. Sorhannus. 1991. On the measurement of morphological rates of evolution: a review. Evolutionary Biology 25:375-410."	NA	660	22	1.0655193	linear	no	diatom	Rhizosolenia praebergonii	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	HuntDB	1990	MFA	-4.73	87.45	yes
planktic	marine	107	612	107_b	sorhannus_praebergonii_AL_Indian	"Rhizosolenia bergonii, Length of apical spine, Indian ocean"	"Fenster, E. J., and U. Sorhannus. 1991. On the measurement of morphological rates of evolution: a review. Evolutionary Biology 25:375-410."	NA	660	22	1.0660478	linear	no	diatom	Rhizosolenia praebergonii	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	HuntDB	1990	MFA	-4.73	87.45	yes
benthic	marine	108	611	108_a	drooger_miogypsina_gamma	"Miogypsina cf. bermudezi-complanata/formosensis, angle between embryonic chambers relative to the apical frontal line"	"Drooger, C. W., and D. S. N. Raju. 1978. Early Miogypsinoides in Kutch, western India (I). Proceedings of the Koninklijke Nederlandse van Wetenschappen series B 81:186-201."	NA	170	6	4.53672	angle	no	foram	Miogypsina cf. bermudezi-complanata/formosensis	yes	geological fieldwork	NA	mixed	marine benthic	Paleogene	Paleogene	Oligocene	Oligocene	unknown	unknown	HuntDB	1978	MFA	23	69	yes
benthic	marine	108	610	108_a	drooger_miogypsina_I	"Miogypsina cf. bermudezi-complanata/formosensis, diameter of protoconch "	"Drooger, C. W., and D. S. N. Raju. 1978. Early Miogypsinoides in Kutch, western India (I). Proceedings of the Koninklijke Nederlandse van Wetenschappen series B 81:186-201."	NA	266	8	4.53672	linear	no	foram	Miogypsina cf. bermudezi-complanata/formosensis	yes	geological fieldwork	NA	mixed	marine benthic	Paleogene	Paleogene	Oligocene	Oligocene	unknown	unknown	HuntDB	1978	MFA	23	69	yes
benthic	marine	108	609	108_a	drooger_miogypsina_II	"Miogypsina cf. bermudezi-complanata/formosensis, diameter of deuteropronch"	"Drooger, C. W., and D. S. N. Raju. 1978. Early Miogypsinoides in Kutch, western India (I). Proceedings of the Koninklijke Nederlandse van Wetenschappen series B 81:186-201."	NA	201	7	4.53672	linear	no	foram	Miogypsina cf. bermudezi-complanata/formosensis	yes	geological fieldwork	NA	mixed	marine benthic	Paleogene	Paleogene	Oligocene	Oligocene	unknown	unknown	HuntDB	1978	MFA	23	69	yes
benthic	marine	108	608	108_a	drooger_miogypsina_P	"Miogypsina cf. bermudezi-complanata/formosensis, diameter of the embryonic-nepionic part of the test"	"Drooger, C. W., and D. S. N. Raju. 1978. Early Miogypsinoides in Kutch, western India (I). Proceedings of the Koninklijke Nederlandse van Wetenschappen series B 81:186-201."	NA	268	8	4.53672	linear	no	foram	Miogypsina cf. bermudezi-complanata/formosensis	yes	geological fieldwork	NA	mixed	marine benthic	Paleogene	Paleogene	Oligocene	Oligocene	unknown	unknown	HuntDB	1978	MFA	23	69	yes
benthic	marine	108	607	108_a	drooger_miogypsina_X	"Miogypsina cf. bermudezi-complanata/formosensis, number of nepionic chambers"	"Drooger, C. W., and D. S. N. Raju. 1978. Early Miogypsinoides in Kutch, western India (I). Proceedings of the Koninklijke Nederlandse van Wetenschappen series B 81:186-201."	NA	273	8	4.53672	linear	no	foram	Miogypsina cf. bermudezi-complanata/formosensis	yes	geological fieldwork	NA	mixed	marine benthic	Paleogene	Paleogene	Oligocene	Oligocene	unknown	unknown	HuntDB	1978	MFA	23	69	yes
benthic	marine	108	606	108_a	drooger_miogypsina_Y	"Miogypsina cf. bermudezi-complanata/formosensis, number of operculinid chambers in the nepionic spiral"	"Drooger, C. W., and D. S. N. Raju. 1978. Early Miogypsinoides in Kutch, western India (I). Proceedings of the Koninklijke Nederlandse van Wetenschappen series B 81:186-201."	NA	269	8	4.53672	linear	no	foram	Miogypsina cf. bermudezi-complanata/formosensis	yes	geological fieldwork	NA	mixed	marine benthic	Paleogene	Paleogene	Oligocene	Oligocene	unknown	unknown	HuntDB	1978	MFA	23	69	yes
benthic	marine	108	605	108_a	drooger_miogypsina_Z	"Miogypsina cf. bermudezi-complanata/formosensis, number of nepionic chambers up to and including the largest chamber in the spiral"	"Drooger, C. W., and D. S. N. Raju. 1978. Early Miogypsinoides in Kutch, western India (I). Proceedings of the Koninklijke Nederlandse van Wetenschappen series B 81:186-201."	NA	218	7	4.53672	linear	no	foram	Miogypsina cf. bermudezi-complanata/formosensis	yes	geological fieldwork	NA	mixed	marine benthic	Paleogene	Paleogene	Oligocene	Oligocene	unknown	unknown	HuntDB	1978	MFA	23	69	yes
planktic	marine	109	604	109_a	lazarus_crass_boxarea	"Globorotalia crassiformis, box area ratio in side view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	502	12	2.8	ratio	no	foram	Globorotalia tosaensis	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	603	109_a	lazarus_crass_radratioside	"Globorotalia crassiformis, radius ratio in side view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	558	13	2.8	ratio	no	foram	Globorotalia tosaensis	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	602	109_a	lazarus_crass_radratiotop	"Globorotalia crassiformis, radius ratio in top view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	558	13	2.8	ratio	no	foram	Globorotalia tosaensis	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	601	109_b	lazarus_tos_boxarea	"Globorotalia tosaensis, box area ratio in side view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	377	10	1.8	ratio	no	foram	Globorotalia tosaensis	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	600	109_b	lazarus_tos_radratioside	"Globorotalia tosaensis, radius ratio in side view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	428	11	1.8	ratio	no	foram	Globorotalia tosaensis	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	599	109_b	lazarus_tos_radratiotop	"Globorotalia tosaensis, radius ratio in top view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	428	11	1.8	ratio	no	foram	Globorotalia tosaensis	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	598	109_c	lazarus_trunc_boxarea	"Globorotalia truncatulinoides, box area ratio side view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	420	11	2.7	ratio	no	foram	Globorotalia truncatulinoides	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	597	109_c	lazarus_trunc_radratioside	"Globorotalia truncatulinoides, radius ratio side view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	420	11	2.7	ratio	no	foram	Globorotalia truncatulinoides	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
planktic	marine	109	596	109_c	lazarus_trunc_radratiotop	"Globorotalia truncatulinoides, radius ratio top view"	"Lazarus, D., H. Hilbrecht, C. Spencer-Cervato, and H. Thierstein. 1995. Sympatric speciation and phyletic change in Globorotalia truncatulinoides. Paleobiology 21:28-51."	https://www.jstor.org/stable/1485440?seq=1	420	11	2.7	ratio	no	foram	Globorotalia truncatulinoides	yes	sediment core	NA	unknown	marine planktic	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Meghalayan	HuntDB	1995	MFA	-34	162	yes
unsure benthic	marine	113	585	113_a	grey_shellarea	"Velatomorpha altilis, shell area (mm^2). Joggins formation (assumed that whole section covers 2.5 million year)"	"Grey, M., Finkel, Z. V., Pufahl, P. K., & Reid, L. M. (2012). Evolutionary mode of the ostracod, Velatomorpha altilis, from the Joggins Fossil Cliffs UNESCO World Heritage Site. Lethaia, 45(4), 615-623."	https://onlinelibrary.wiley.com/doi/full/10.1111/j.1502-3931.2012.00328.x	354	14	2.4	area	no	ostracod	Velatomorpha altilis	yes	geological fieldwork	NA	siliciclastic	marine	Carboniferous	Carboniferous	Pennsylvanian	Pennsylvanian	Early Pennsylvanian	Early Pennsylvanian	table	2012	MFA	45.72	-64.45	yes
unsure benthic	marine	113	584	113_a	grey_outlinelength	"Velatomorpha altilis, shell outline (mm^2). Joggins formation (assumed that whole section covers 2.5 million year)"	"Grey, M., Finkel, Z. V., Pufahl, P. K., & Reid, L. M. (2012). Evolutionary mode of the ostracod, Velatomorpha altilis, from the Joggins Fossil Cliffs UNESCO World Heritage Site. Lethaia, 45(4), 615-623."	https://onlinelibrary.wiley.com/doi/full/10.1111/j.1502-3931.2012.00328.x	354	14	2.4	linear	no	ostracod	Velatomorpha altilis	yes	geological fieldwork	NA	siliciclastic	marine	Carboniferous	Carboniferous	Pennsylvanian	Pennsylvanian	Early Pennsylvanian	Early Pennsylvanian	table	2012	MFA	45.72	-64.45	yes
unsure	lacustrine	115	582	115_a	Spandauer_VFD	"Cyclostephanos andinus, Valva face diameter"	"Spanbauer, T. L., Fritz, S. C., & Baker, P. A. (n.d.). Data from: Punctuated changes in the morphology of an endemic diatom from Lake Titicaca [Data set]. Data Archiving and Networked Services (DANS)."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/44/1/89/530755/Punctuated-changes-in-the-morphology-of-an-endemic	12986	266	0.30941525	linear	no	diatom	Cyclostephanos andinus	yes	sediment core	NA	unknown	lacustrine	Quaternary	Quaternary	Pleistocene	Holocene	Calabrian	Meghalayan	supplementary data	2018	MFA	-15.8	-69.37	no
unsure benthic	marine	116	581	116_a	Pokorny_longaeva	length of the female cythereis longaeva	"Pokorny, V. 1966. La variation de la taille moyenne chez les Ostracodes comme indice paleoecologique. Eclogae Geologicae Helvetiae 59:269-276."	https://www.e-periodica.ch/digbib/voltoc?pid=egh-001%3A1966%3A59#352	12986	266	0.30941525	linear	no	ostracod	Cythereis longaeva longaeva	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper Cretaceous	Upper Cretaceous	Turonian	Coniacian	HuntDB	1966	MFA	50	14	no
unsure benthic	marine	116	580	116_b	Pokorny_Mosaeleberis	Mosaeleberis sp. length 	"Pokorny, V. 1966. La variation de la taille moyenne chez les Ostracodes comme indice paleoecologique. Eclogae Geologicae Helvetiae 59:269-276."	https://www.e-periodica.ch/digbib/voltoc?pid=egh-001%3A1966%3A59#352	162	6	0.945470588	linear	no	ostracod	Mosaeleberis sp.	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper Cretaceous	Upper Cretaceous	Turonian	Coniacian	HuntDB	1966	MFA	50	14	no
unsure benthic	marine	116	579	116_c	Pokorny_perturbatrix	length of the female Cythereis perturbatrix	"Pokorny, V. 1966. La variation de la taille moyenne chez les Ostracodes comme indice paleoecologique. Eclogae Geologicae Helvetiae 59:269-276."	https://www.e-periodica.ch/digbib/voltoc?pid=egh-001%3A1966%3A59#352	1118	19	1.383823529	linear	no	ostracod	Cythereis perturbatrix	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper Cretaceous	Upper Cretaceous	Turonian	Coniacian	HuntDB	1966	MFA	50	14	no
benthic	marine	12	577	12_b	Fermont_1982_Asterocyclina_stella_taramellii_deuteroconch_diameter_D2	"Asterocyclina stella/taramellii, diameter of deuteroconch, um (D2)"	"Fermont, W. J. J. 1982. Discocyclinidae from Ein Avedat (Israel). Utrecht Micropaleontological Bulletins 27:1-152."	https://dspace.library.uu.nl/handle/1874/205885	670	28	0.993125834	linear	no	foram	Asterocyclina_stella.taramellii	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	unknown	unknown	table	1982	AR	30.83330169	34.77113727	no
benthic	marine	12	576	12_c	Fermont_1982_Discocyclina_varians_embryon_height_H2	"Discocyclina varians. Height of the embryon, um (H2)"	"Fermont, W. J. J. 1982. Discocyclinidae from Ein Avedat (Israel). Utrecht Micropaleontological Bulletins 27:1-152."	https://dspace.library.uu.nl/handle/1874/205885	227	14	0.940320641	linear	no	foram	Discocyc1ina_varians	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	unknown	unknown	table	1982	AR	30.83330169	34.77113727	yes
benthic	marine	12	575	12_c	Fermont_1982_Discocyclina_varians_protoconch_diameter_D1	"Discocyclina varians. Protoconch diameter, um (D2)"	"Fermont, W. J. J. 1982. Discocyclinidae from Ein Avedat (Israel). Utrecht Micropaleontological Bulletins 27:1-152."	https://dspace.library.uu.nl/handle/1874/205885	227	14	0.940320641	linear	no	foram	Discocyclina_varians	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	unknown	unknown	table	1982	AR	30.83330169	34.77113727	yes
benthic	marine	12	574	12_a	Fermont_1982_Asterocyclina_stella_taramellii_outer_diameter_B	"Asterocyclina stella/taramellii, diameter of specimen, mm (B)"	"Fermont, W. J. J. 1982. Discocyclinidae from Ein Avedat (Israel). Utrecht Micropaleontological Bulletins 27:1-152."	https://dspace.library.uu.nl/handle/1874/205885	662	30	0.895575644	linear	no	foram	Asterocyclina_stella.taramellii	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	unknown	unknown	table	1982	AR	30.83330169	34.77113727	yes
benthic	marine	12	573	12_a	Fermont_1982_Asterocyclina_stella_taramellii_outer_thickness_A	"Asterocyclina stella/taramellii, thickness of specimen, mm (A)"	"Fermont, W. J. J. 1982. Discocyclinidae from Ein Avedat (Israel). Utrecht Micropaleontological Bulletins 27:1-152."	https://dspace.library.uu.nl/handle/1874/205885	662	30	0.895575644	linear	no	foram	Asterocyclina_stella-taramellii	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	unknown	unknown	table	1982	AR	30.83330169	34.77113727	yes
benthic	marine	12	572	12_b	Fermont_1982_Asterocyclina_stella_taramellii_periembryonic_chamber_height_Hc	"Asterocyclina stella/taramellii, height of top-most periembryonic chamber, um (Hc)"	"Fermont, W. J. J. 1982. Discocyclinidae from Ein Avedat (Israel). Utrecht Micropaleontological Bulletins 27:1-152."	https://dspace.library.uu.nl/handle/1874/205885	639	28	0.993125834	linear	no	foram	Asterocyclina_stella.taramellii	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	unknown	unknown	table	1982	AR	30.83330169	34.77113727	yes
benthic	marine	12	571	12_b	Fermont_1982_Asterocyclina_stella_taramellii_periembryonic_chamber_number_N2	Asterocyclina stella/taramelli. Number of peri-embryonic chambers (N2)	"Fermont, W. J. J. 1982. Discocyclinidae from Ein Avedat (Israel). Utrecht Micropaleontological Bulletins 27:1-152."	https://dspace.library.uu.nl/handle/1874/205885	616	28	0.993125834	linear	no	foram	Asterocyclina_stella.taramellii	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	unknown	unknown	table	1982	AR	30.83330169	34.77113727	yes
